"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2017-Q3",13.62092,
"AUS","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2017-Q4",13.46037,
"AUS","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2018-Q1",13.58041,
"AUS","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2018-Q2",13.03021,
"AUS","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2018-Q3",12.38652,
"AUS","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2018-Q4",12.29599,
"AUS","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2019-Q1",12.25025,
"AUS","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2019-Q2",12.76601,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1978-Q2",12.3105,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1978-Q3",12.7237,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1978-Q4",12.91616,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1979-Q1",12.97786,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1979-Q2",13.11582,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1979-Q3",12.95226,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1979-Q4",12.79031,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1980-Q1",12.3215,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1980-Q2",12.85964,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1980-Q3",12.58645,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1980-Q4",12.24985,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1981-Q1",11.61654,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1981-Q2",10.78148,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1981-Q3",11.45698,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1981-Q4",11.66305,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1982-Q1",12.25514,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1982-Q2",13.07283,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1982-Q3",13.65898,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1982-Q4",16.41871,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1983-Q1",18.1283,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1983-Q2",18.63068,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1983-Q3",18.86957,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1983-Q4",17.72373,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1984-Q1",17.22876,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1984-Q2",17.07814,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1984-Q3",16.43776,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1984-Q4",16.34222,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1985-Q1",15.97532,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1985-Q2",15.27053,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1985-Q3",14.87786,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1985-Q4",14.39517,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1986-Q1",14.78371,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1986-Q2",14.5572,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1986-Q3",15.30391,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1986-Q4",15.46768,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1987-Q1",15.19503,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1987-Q2",14.95691,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1987-Q3",14.84463,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1987-Q4",14.60707,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1988-Q1",14.02295,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1988-Q2",14.29982,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1988-Q3",12.7491,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1988-Q4",12.42584,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1989-Q1",11.70922,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1989-Q2",11.00515,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1989-Q3",10.89564,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1989-Q4",10.83786,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1990-Q1",11.68401,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1990-Q2",12.19841,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1990-Q3",13.4923,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1990-Q4",14.90748,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1991-Q1",16.01348,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1991-Q2",17.8937,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1991-Q3",17.84419,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1991-Q4",18.45773,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1992-Q1",18.88479,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1992-Q2",19.29796,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1992-Q3",19.43076,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1992-Q4",19.71607,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1993-Q1",18.59441,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1993-Q2",18.54157,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1993-Q3",18.62776,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1993-Q4",18.43303,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1994-Q1",18.14967,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1994-Q2",17.44779,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1994-Q3",16.49153,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1994-Q4",15.30243,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1995-Q1",15.25881,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1995-Q2",15.09255,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1995-Q3",15.05706,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1995-Q4",15.46629,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1996-Q1",15.64114,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1996-Q2",15.37039,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1996-Q3",15.50629,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1996-Q4",16.10126,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1997-Q1",16.06302,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1997-Q2",16.03817,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1997-Q3",15.9981,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1997-Q4",15.3329,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1998-Q1",14.76712,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1998-Q2",14.74483,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1998-Q3",14.55875,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1998-Q4",13.82951,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1999-Q1",13.38929,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1999-Q2",13.23283,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1999-Q3",13.12109,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1999-Q4",12.72325,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2000-Q1",12.55036,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2000-Q2",11.99128,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2000-Q3",11.57688,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2000-Q4",12.20038,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2001-Q1",12.80481,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2001-Q2",13.86418,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2001-Q3",13.51692,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2001-Q4",13.899,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2002-Q1",13.23989,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2002-Q2",12.81662,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2002-Q3",12.66902,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2002-Q4",12.42591,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2003-Q1",12.2202,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2003-Q2",12.23551,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2003-Q3",11.8276,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2003-Q4",11.54865,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2004-Q1",11.57123,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2004-Q2",11.2105,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2004-Q3",11.52702,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2004-Q4",11.15882,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2005-Q1",10.79276,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2005-Q2",10.60119,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2005-Q3",10.48697,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2005-Q4",10.58575,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q1",10.51211,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q2",10.17152,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q3",9.814148,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q4",9.539289,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q1",9.46565,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q2",8.986787,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q3",9.292812,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q4",9.703815,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q1",8.554061,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q2",9.016739,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q3",8.420959,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q4",9.284557,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q1",10.97174,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q2",12.0203,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q3",11.65375,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q4",11.30818,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q1",11.49063,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q2",11.68043,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q3",11.5167,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q4",11.5331,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q1",11.57276,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q2",11.21962,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q3",11.21251,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q4",11.43415,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q1",11.64763,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q2",11.54586,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q3",11.78913,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q4",11.93613,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q1",12.13855,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q2",11.73008,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q3",12.46058,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q4",12.56657,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q1",12.54319,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q2",13.24553,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q3",13.55156,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q4",13.8806,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q1",13.68863,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q2",13.28204,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q3",13.13696,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q4",12.28351,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q1",12.07166,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q2",12.54892,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q3",12.88778,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q4",13.13871,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q1",12.74719,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q2",12.77177,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q3",12.62337,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q4",12.21482,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2018-Q1",12.56979,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2018-Q2",11.74279,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2018-Q3",11.37981,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2018-Q4",11.33423,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2019-Q1",11.44172,
"AUS","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2019-Q2",11.94573,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1978-Q2",13.26977,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1978-Q3",13.49406,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1978-Q4",14.10772,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1979-Q1",14.08784,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1979-Q2",14.70328,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1979-Q3",14.62831,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1979-Q4",14.44322,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1980-Q1",13.53446,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1980-Q2",14.32867,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1980-Q3",13.97086,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1980-Q4",13.71486,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1981-Q1",12.95308,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1981-Q2",12.5108,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1981-Q3",13.3487,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1981-Q4",12.64733,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1982-Q1",13.63722,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1982-Q2",14.05569,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1982-Q3",13.75003,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1982-Q4",16.4933,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1983-Q1",17.26077,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1983-Q2",17.26551,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1983-Q3",17.11554,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1983-Q4",16.21963,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1984-Q1",16.20422,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1984-Q2",16.20511,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1984-Q3",15.43812,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1984-Q4",15.5256,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1985-Q1",15.17403,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1985-Q2",14.62094,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1985-Q3",14.31233,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1985-Q4",14.35831,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1986-Q1",14.35292,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1986-Q2",14.47472,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1986-Q3",15.05488,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1986-Q4",15.11193,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1987-Q1",14.99907,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1987-Q2",14.85933,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1987-Q3",14.78765,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1987-Q4",14.26704,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1988-Q1",13.85575,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1988-Q2",14.01069,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1988-Q3",12.87113,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1988-Q4",12.7163,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1989-Q1",11.99847,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1989-Q2",11.75376,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1989-Q3",11.71347,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1989-Q4",11.18539,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1990-Q1",11.95225,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1990-Q2",12.02644,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1990-Q3",13.0959,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1990-Q4",14.08747,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1991-Q1",14.97055,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1991-Q2",16.61088,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1991-Q3",16.55377,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1991-Q4",17.14569,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1992-Q1",17.28664,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1992-Q2",17.69773,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1992-Q3",17.8336,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1992-Q4",17.74026,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1993-Q1",16.86519,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1993-Q2",16.8736,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1993-Q3",17.33076,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1993-Q4",17.74634,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1994-Q1",17.70722,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1994-Q2",16.48592,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1994-Q3",16.11281,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1994-Q4",14.53389,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1995-Q1",15.28382,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1995-Q2",14.53343,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1995-Q3",14.491,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1995-Q4",14.91074,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1996-Q1",14.71021,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1996-Q2",14.3623,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1996-Q3",15.24456,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1996-Q4",14.87558,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1997-Q1",14.65218,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1997-Q2",15.01938,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1997-Q3",14.61126,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1997-Q4",14.29561,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1998-Q1",13.99563,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1998-Q2",13.73055,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1998-Q3",13.19976,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1998-Q4",13.11706,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1999-Q1",12.82313,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1999-Q2",12.59844,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1999-Q3",12.25695,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1999-Q4",11.87517,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2000-Q1",11.91571,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2000-Q2",11.19007,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2000-Q3",10.74948,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2000-Q4",10.85226,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q1",11.60249,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q2",12.67653,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q3",12.53963,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q4",12.27824,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q1",12.00302,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q2",11.57226,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q3",11.8477,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q4",11.38049,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q1",11.188,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q2",11.09392,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q3",11.20424,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q4",11.54645,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q1",11.18917,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q2",10.57246,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q3",10.95583,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q4",10.57714,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q1",10.62274,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q2",10.40874,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q3",10.28515,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q4",9.88952,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q1",9.516563,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q2",9.570523,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q3",9.247993,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q4",9.42788,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q1",9.21582,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q2",8.936151,
"AUS","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q3",9.360473,
